,Symbol,Name,Sector,Industry,Market
3430,REFR,Research Frontiers Incorporated Common Stock,Technology,Industrial Machinery/Components,NASDAQ
3431,REG,Regency Centers Corporation Common Stock,Real Estate,Real Estate Investment Trusts,NASDAQ
3432,REGN,Regeneron Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3433,REKR,Rekor Systems Inc. Common Stock,Technology,EDP Services,NASDAQ
3434,RELI,Reliance Global Group Inc. Common Stock,Finance,Specialty Insurers,NASDAQ
3435,RELIW,Reliance Global Group Inc. Series A Warrants,Finance,Specialty Insurers,NASDAQ
3436,RELL,Richardson Electronics Ltd. Common Stock,Technology,Electronic Components,NASDAQ
3437,RELY,Remitly Global Inc. Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
3438,RENE,Cartesian Growth Corporation II Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
3439,RENEW,Cartesian Growth Corporation II Warrant,Finance,Blank Checks,NASDAQ
3440,RENT,Rent the Runway Inc. Class A Common Stock,Consumer Discretionary,Department/Specialty Retail Stores,NASDAQ
3441,REPL,Replimune Group Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3442,RETA,Reata Pharmaceuticals Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3443,RETO,ReTo Eco-Solutions Inc. Common Shares,Consumer Discretionary,Multi-Sector Companies,NASDAQ
3444,REUN,Reunion Neuroscience Inc. Common Shares,Health Care,Pharmaceuticals and Biotechnology,NASDAQ
3445,REVB,Revelation Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3446,REVBW,Revelation Biosciences Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3447,REVE,Alpine Acquisition Corporation Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
3448,REVEU,Alpine Acquisition Corporation Unit,Industrials,Consumer Electronics/Appliances,NASDAQ
3449,REVEW,Alpine Acquisition Corporation Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
3450,REYN,Reynolds Consumer Products Inc. Common Stock,Industrials,Office Equipment/Supplies/Services,NASDAQ
3451,RFAC,RF Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
3452,RFACU,RF Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances,NASDAQ
3453,RFACW,RF Acquisition Corp. Warrants,Industrials,Consumer Electronics/Appliances,NASDAQ
3454,RFIL,RF Industries Ltd. Common Stock,Technology,Electrical Products,NASDAQ
3455,RGC,Regencell Bioscience Holdings Limited Ordinary Shares,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
3456,RGCO,RGC Resources Inc. Common Stock,Utilities,Oil & Gas Production,NASDAQ
3457,RGEN,Repligen Corporation Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
3458,RGF,The Real Good Food Company Inc. Class A Common Stock,Consumer Discretionary,Food Distributors,NASDAQ
3459,RGLD,Royal Gold Inc. Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
3460,RGLS,Regulus Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3461,RGNX,REGENXBIO Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
3462,RGP,Resources Connection Inc. Common Stock,Consumer Discretionary,Business Services,NASDAQ
3463,RGTI,Rigetti Computing Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,NASDAQ
3464,RGTIW,Rigetti Computing Inc. Warrants,Technology,Retail: Computer Software & Peripheral Equipment,NASDAQ
3465,RIBT,RiceBran Technologies Common Stock,Consumer Staples,Specialty Foods,NASDAQ
3466,RICK,RCI Hospitality Holdings Inc. Common Stock,Consumer Discretionary,Restaurants,NASDAQ
3467,RIDE,Lordstown Motors Corp. Class A Common Stock,Consumer Discretionary,Construction/Ag Equipment/Trucks,NASDAQ
3468,RIGL,Rigel Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3469,RILY,B. Riley Financial Inc. Common Stock,Finance,Investment Managers,NASDAQ
3470,RILYG,B. Riley Financial Inc. 5.00% Senior Notes due 2026,Consumer Discretionary,Business Services,NASDAQ
3471,RILYK,B. Riley Financial Inc. 5.50% Senior Notes Due 2026,Consumer Discretionary,Business Services,NASDAQ
3472,RILYL,B. Riley Financial Inc. Depositary Shares each representing 1/1000th in a share of 7.375% Series B Cumulative Perpetual Preferred Stock par value $0.0001,Finance,Investment Managers,NASDAQ
3473,RILYM,B. Riley Financial Inc. 6.375% Senior Notes due 2025,Consumer Discretionary,Business Services,NASDAQ
3474,RILYN,B. Riley Financial Inc. 6.50% Senior Notes Due 2026,Consumer Discretionary,Business Services,NASDAQ
3475,RILYO,B. Riley Financial Inc. 6.75% Senior Notes due 2024,Consumer Discretionary,Business Services,NASDAQ
3476,RILYP,B. Riley Financial Inc. Depositary Shares each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock,Finance,Investment Managers,NASDAQ
3477,RILYT,B. Riley Financial Inc. 6.00% Senior Notes Due 2028,Consumer Discretionary,Business Services,NASDAQ
3478,RILYZ,B. Riley Financial Inc. 5.25% Senior Notes due 2028,Consumer Discretionary,Business Services,NASDAQ
3479,RIOT,Riot Platforms Inc. Common Stock ,Technology,Retail: Computer Software & Peripheral Equipment,NASDAQ
3480,RIVN,Rivian Automotive Inc. Class A Common Stock,Consumer Discretionary,Auto Manufacturing,NASDAQ
3481,RKDA,Arcadia Biosciences Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling,NASDAQ
3482,RKLB,Rocket Lab USA Inc. Common Stock,Industrials,Aerospace,NASDAQ
3483,RLAY,Relay Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3484,RLMD,Relmada Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3485,RLYB,Rallybio Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3487,RMBL,RumbleOn Inc. Class B Common Stock,Consumer Discretionary,Automotive Aftermarket,NASDAQ
3488,RMBS,Rambus Inc. Common Stock,Technology,Semiconductors,NASDAQ
3489,RMCF,Rocky Mountain Chocolate Factory Inc. Common Stock,Consumer Staples,Specialty Foods,NASDAQ
3490,RMGC,RMG Acquisition Corp. III Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
3491,RMGCU,RMG Acquisition Corp. III Unit,Finance,Blank Checks,NASDAQ
3492,RMGCW,RMG Acquisition Corp. III Warrant,Finance,Blank Checks,NASDAQ
3493,RMNI,Rimini Street Inc. (DE) Common Stock,Technology,EDP Services,NASDAQ
3494,RMR,The RMR Group Inc. Class A Common Stock,Finance,Real Estate,NASDAQ
3495,RMTI,Rockwell Medical Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3496,RNA,Avidity Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3497,RNAZ,TransCode Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3498,RNER,Mount Rainier Acquisition Corp. Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
3499,RNERW,Mount Rainier Acquisition Corp. Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
3500,RNLX,Renalytix plc American Depositary Shares,Health Care,Medical Specialities,NASDAQ
3501,RNST,Renasant Corporation Common Stock,Finance,Major Banks,NASDAQ
3502,RNW,ReNew Energy Global plc Class A Ordinary Shares,Utilities,Electric Utilities: Central,NASDAQ
3503,RNWWW,ReNew Energy Global plc Warrant,Utilities,Electric Utilities: Central,NASDAQ
3504,RNXT,RenovoRx Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3505,ROAD,Construction Partners Inc. Class A Common Stock,Industrials,Engineering & Construction,NASDAQ
3506,ROC,ROC Energy Acquisition Corp. Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
3507,ROCAR,ROC Energy Acquisition Corp. Rights,Industrials,Consumer Electronics/Appliances,NASDAQ
3508,ROCAU,ROC Energy Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances,NASDAQ
3509,ROCC,Ranger Oil Corporation Class A Common Stock,Energy,Oil & Gas Production,NASDAQ
3510,ROCG,Roth CH Acquisition IV Co. Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
3511,ROCGW,Roth CH Acquisition IV Co. Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
3513,ROCL,Roth CH Acquisition V Co. Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
3514,ROCLW,Roth CH Acquisition V Co. Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
3515,ROIC,Retail Opportunity Investments Corp. Common Stock (MD),Real Estate,Real Estate Investment Trusts,NASDAQ
3516,ROIV,Roivant Sciences Ltd. Common Shares,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3517,ROIVW,Roivant Sciences Ltd. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3518,ROKU,Roku Inc. Class A Common Stock,Telecommunications,Cable & Other Pay Television Services,NASDAQ
3519,ROOT,Root Inc. Class A Common Stock,Finance,Property-Casualty Insurers,NASDAQ
3520,ROSE,Rose Hill Acquisition Corporation Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
3521,ROSEW,Rose Hill Acquisition Corporation Warrant,Finance,Blank Checks,NASDAQ
3522,ROST,Ross Stores Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores,NASDAQ
3523,ROVR,Rover Group Inc. Class A Common Stock,Consumer Discretionary,Other Consumer Services,NASDAQ
3524,RPAY,Repay Holdings Corporation Class A Common Stock,Technology,EDP Services,NASDAQ
3525,RPD,Rapid7 Inc. Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
3526,RPHM,Reneo Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3527,RPID,Rapid Micro Biosystems Inc. Class A Common Stock,Health Care,Medical Specialities,NASDAQ
3528,RPRX,Royalty Pharma plc Class A Ordinary Shares ,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3529,RPTX,Repare Therapeutics Inc. Common Shares,Health Care,Pharmaceuticals and Biotechnology,NASDAQ
3530,RRBI,Red River Bancshares Inc. Common Stock,Finance,Commercial Banks,NASDAQ
3531,RRGB,Red Robin Gourmet Burgers Inc. Common Stock,Consumer Discretionary,Restaurants,NASDAQ
3532,RRR,Red Rock Resorts Inc. Class A Common Stock,Consumer Discretionary,Recreational Games/Products/Toys,NASDAQ
3533,RSLS,ReShape Lifesciences Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
3534,RSSS,Research Solutions Inc Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
3535,RSVR,Reservoir Media Inc. Common Stock,Consumer Discretionary,Movies/Entertainment,NASDAQ
3536,RSVRW,Reservoir Media Inc. Warrant,Consumer Discretionary,Movies/Entertainment,NASDAQ
3537,RTC,Baijiayun Group Ltd. Class A Ordinary Shares,Industrials,Specialty Chemicals,NASDAQ
3538,RTL,The Necessity Retail REIT Inc. Class A Common Stock,Real Estate,Real Estate Investment Trusts,NASDAQ
3539,RTLPO,The Necessity Retail REIT Inc. 7.375% Series C Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,NASDAQ
3540,RTLPP,The Necessity Retail REIT Inc. 7.50% Series A Cumulative Redeemable Perpetual Preferred Stock,Real Estate,Real Estate Investment Trusts,NASDAQ
3541,RUBY,Rubius Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
3542,RUM,Rumble Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
3543,RUMBW,Rumble Inc. Warrant,Technology,Computer Software: Prepackaged Software,NASDAQ
3544,RUN,Sunrun Inc. Common Stock,Industrials,Building Products,NASDAQ
3545,RUSHA,Rush Enterprises Inc. Common Stock Cl A,Consumer Discretionary,Other Specialty Stores,NASDAQ
3546,RUSHB,Rush Enterprises Inc. Class B,Consumer Discretionary,Other Specialty Stores,NASDAQ
3547,RUTH,Ruth's Hospitality Group Inc. Common Stock,Consumer Discretionary,Restaurants,NASDAQ
3548,RVLP,RVL Pharmaceuticals plc Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3549,RVMD,Revolution Medicines Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
3550,RVNC,Revance Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3551,RVPH,Reviva Pharmaceuticals Holdings Inc. Common Stock ,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3552,RVPHW,Reviva Pharmaceuticals Holdings Inc. Warrants,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3553,RVSB,Riverview Bancorp Inc Common Stock,Finance,Major Banks,NASDAQ
3556,RVYL,Ryvyl Inc. Common Stock,Technology,EDP Services,NASDAQ
3560,RWLK,ReWalk Robotics Ltd. Ordinary Shares,Health Care,Industrial Specialties,NASDAQ
3561,RWOD,Redwoods Acquisition Corp. Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
3562,RWODU,Redwoods Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances,NASDAQ
3563,RWODW,Redwoods Acquisition Corp. Warrants,Industrials,Consumer Electronics/Appliances,NASDAQ
3564,RXDX,Prometheus Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3565,RXRX,Recursion Pharmaceuticals Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3566,RXST,RxSight Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
3567,RXT,Rackspace Technology Inc. Common Stock,Technology,EDP Services,NASDAQ
3568,RYAAY,Ryanair Holdings plc American Depositary Shares,Consumer Discretionary,Air Freight/Delivery Services,NASDAQ
3569,RYTM,Rhythm Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3570,RZLT,Rezolute Inc. Common Stock (NV),Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3571,SABR,Sabre Corporation Common Stock,Consumer Discretionary,Other Consumer Services,NASDAQ
3572,SABRP,Sabre Corporation 6.50% Series A Mandatory Convertible Preferred Stock,Consumer Discretionary,Other Consumer Services,NASDAQ
3573,SABS,SAB Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3574,SABSW,SAB Biotherapeutics Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3575,SAFT,Safety Insurance Group Inc. Common Stock,Finance,Property-Casualty Insurers,NASDAQ
3576,SAGAR,Sagaliam Acquisition Corp. Rights,Finance,Blank Checks,NASDAQ
3577,SAGE,Sage Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3578,SAI,SAI.TECH Global Corporation Class A Ordinary Shares,Finance,Investment Bankers/Brokers/Service,NASDAQ
3579,SAIA,Saia Inc. Common Stock,Industrials,Trucking Freight/Courier Services,NASDAQ
3580,SAITW,SAI.TECH Global Corporation Warrant,Finance,Investment Bankers/Brokers/Service,NASDAQ
3581,SAL,Salisbury Bancorp Inc. Common Stock,Finance,Savings Institutions,NASDAQ
3582,SALM,Salem Media Group Inc. Class A Common Stock,Consumer Discretionary,Broadcasting,NASDAQ
3583,SAMA,Schultze Special Purpose Acquisition Corp. II Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
3584,SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock,Finance,Investment Managers,NASDAQ
3585,SANA,Sana Biotechnology Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
3587,SANM,Sanmina Corporation Common Stock,Technology,Electrical Products,NASDAQ
3588,SANW,S&W Seed Company Common Stock (NV),Consumer Staples,Farming/Seeds/Milling,NASDAQ
3589,SASI,Sigma Additive Solutions Inc. Common Stock,Technology,EDP Services,NASDAQ
3590,SASR,Sandy Spring Bancorp Inc. Common Stock,Finance,Major Banks,NASDAQ
3591,SATL,Satellogic Inc. Class A Ordinary Shares,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
3592,SATLW,Satellogic Inc. Warrant,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
3593,SATS,EchoStar  Corporation Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
3594,SAVA,Cassava Sciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3595,SBAC,SBA Communications Corporation Class A Common Stock,Real Estate,Real Estate Investment Trusts,NASDAQ
3596,SBCF,Seacoast Banking Corporation of Florida Common Stock,Finance,Major Banks,NASDAQ
3597,SBET,SharpLink Gaming Ltd. Ordinary Shares,Utilities,Telecommunications Equipment,NASDAQ
3598,SBFG,SB Financial Group Inc. Common Stock,Finance,Major Banks,NASDAQ
3599,SBFM,Sunshine Biopharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3600,SBFMW,Sunshine Biopharma Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3601,SBGI,Sinclair Broadcast Group Inc. Class A Common Stock,Consumer Discretionary,Movies/Entertainment,NASDAQ
3602,SBIG,SpringBig Holdings Inc. Common Stock,Technology,EDP Services,NASDAQ
3603,SBIGW,SpringBig Holdings Inc. Warrant,Technology,EDP Services,NASDAQ
3604,SBLK,Star Bulk Carriers Corp. Common Shares,Consumer Discretionary,Marine Transportation,NASDAQ
3605,SBNY,Signature Bank Common Stock,Finance,Major Banks,NASDAQ
3606,SBNYP,Signature Bank Depositary shares each representing a 1/40th ownership interest in a share of 5.000% Noncumulative Perpetual Series A Preferred Stock,Finance,Major Banks,NASDAQ
3607,SBRA,Sabra Health Care REIT Inc. Common Stock,Real Estate,Real Estate Investment Trusts,NASDAQ
3608,SBSI,Southside Bancshares Inc. Common Stock,Finance,Major Banks,NASDAQ
3609,SBT,Sterling Bancorp Inc. Common Stock,Finance,Savings Institutions,NASDAQ
3610,SBUX,Starbucks Corporation Common Stock,Consumer Discretionary,Beverages - Non-Alcoholic,NASDAQ
3611,SCAQ,Stratim Cloud Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
3612,SCAQU,Stratim Cloud Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances,NASDAQ
3613,SCAQW,Stratim Cloud Acquisition Corp. Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
3614,SCHL,Scholastic Corporation Common Stock,Consumer Discretionary,Books,NASDAQ
3615,SCHN,Schnitzer Steel Industries Inc. Class A Common Stock,Industrials,Steel/Iron Ore,NASDAQ
3616,SCKT,Socket Mobile Inc. Common Stock,Technology,Computer Manufacturing,NASDAQ
3617,SCLX,Scilex Holding Company Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3619,SCOR,comScore Inc. Common Stock,Consumer Discretionary,Business Services,NASDAQ
3620,SCPH,scPharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3621,SCPL,SciPlay Corporation Class A Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
3622,SCRM,Screaming Eagle Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks,NASDAQ
3623,SCRMU,Screaming Eagle Acquisition Corp. Unit,Finance,Blank Checks,NASDAQ
3624,SCRMW,Screaming Eagle Acquisition Corp. Warrant,Finance,Blank Checks,NASDAQ
3625,SCSC,ScanSource Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,NASDAQ
3626,SCTL,Societal CDMO Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3627,SCVL,Shoe Carnival Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores,NASDAQ
3628,SCWO,374Water Inc. Common Stock,Utilities,Environmental Services,NASDAQ
3629,SCWX,SecureWorks Corp. Class A Common Stock,Technology,EDP Services,NASDAQ
3630,SCYX,SCYNEXIS Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3631,SDAC,Sustainable Development Acquisition I Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
3632,SDACW,Sustainable Development Acquisition I Corp. Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
3633,SDC,SmileDirectClub Inc. Class A Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
3634,SDGR,Schrodinger Inc. Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
3635,SDIG,Stronghold Digital Mining Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service,NASDAQ
3636,SEAC,SeaChange International Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
3637,SEAT,Vivid Seats Inc. Class A Common Stock,Industrials,Industrial Machinery/Components,NASDAQ
3638,SEATW,Vivid Seats Inc. Warrant,Industrials,Industrial Machinery/Components,NASDAQ
3639,SECO,Secoo Holding Limited ADS,Miscellaneous,Diversified Commercial Services,NASDAQ
3640,SEDG,SolarEdge Technologies Inc. Common Stock,Technology,Semiconductors,NASDAQ
3641,SEED,Origin Agritech Limited Common Stock,Consumer Staples,Farming/Seeds/Milling,NASDAQ
3642,SEEL,Seelos Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3643,SEER,Seer Inc. Class A Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
3644,SEIC,SEI Investments Company Common Stock,Finance,Investment Bankers/Brokers/Service,NASDAQ
3645,SELB,Selecta Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3646,SELF,Global Self Storage Inc. Common Stock,Real Estate,Real Estate Investment Trusts,NASDAQ
3647,SENEA,Seneca Foods Corp. Class A Common Stock,Consumer Staples,Packaged Foods,NASDAQ
3648,SENEB,Seneca Foods Corp. Class B Common Stock,Consumer Staples,Packaged Foods,NASDAQ
3649,SEPA,SEP Acquisition Corp Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
3650,SERA,Sera Prognostics Inc. Class A Common Stock,Health Care,Precision Instruments,NASDAQ
3651,SESN,Sesen Bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3652,SEV,Sono Group N.V. Common Shares,Consumer Discretionary,Auto Manufacturing,NASDAQ
3653,SEVN,Seven Hills Realty Trust Common Stock,Real Estate,Real Estate Investment Trusts,NASDAQ
3654,SFBC,Sound Financial Bancorp Inc. Common Stock,Finance,Savings Institutions,NASDAQ
3655,SFE,Safeguard Scientifics Inc. Common Stock,Finance,Finance/Investors Services,NASDAQ
3656,SFIX,Stitch Fix Inc. Class A Common Stock,Consumer Discretionary,Apparel,NASDAQ
3657,SFM,Sprouts Farmers Market Inc. Common Stock,Consumer Discretionary,Specialty Foods,NASDAQ
3658,SFNC,Simmons First National Corporation Class A Common Stock,Finance,Major Banks,NASDAQ
3660,SFST,Southern First Bancshares Inc. Common Stock,Finance,Major Banks,NASDAQ
3661,SFT,Shift Technologies Inc. Class A Common Stock,Consumer Discretionary,Other Specialty Stores,NASDAQ
3662,SGA,Saga Communications Inc. Class A Common Stock (FL),Consumer Discretionary,Broadcasting,NASDAQ
3663,SGBX,Safe & Green Holdings Corp. Common Stock,Industrials,Metal Fabrications,NASDAQ
3665,SGEN,Seagen Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
3666,SGH,SMART Global Holdings Inc. Ordinary Shares,Technology,Semiconductors,NASDAQ
3667,SGHL,Signal Hill Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances,NASDAQ
3668,SGHLW,Signal Hill Acquisition Corp. Warrant,Industrials,Consumer Electronics/Appliances,NASDAQ
3669,SGHT,Sight Sciences Inc. Common Stock,Health Care,Medical Specialities,NASDAQ
3670,SGIIU,Seaport Global Acquisition II Corp. Unit,Industrials,Consumer Electronics/Appliances,NASDAQ
3671,SGLY,Singularity Future Technology Ltd. Common Stock,Consumer Discretionary,Oil Refining/Marketing,NASDAQ
3672,SGMA,SigmaTron International Inc. Common Stock,Technology,Electrical Products,NASDAQ
3673,SGML,Sigma Lithium Corporation Common Shares,Industrials,Industrial Machinery/Components,NASDAQ
3674,SGMO,Sangamo Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
3675,SGRP,SPAR Group Inc. Common Stock,Consumer Discretionary,Business Services,NASDAQ
3676,SGRY,Surgery Partners Inc. Common Stock,Health Care,Managed Health Care,NASDAQ
3677,SGTX,Sigilon Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,NASDAQ
3678,SHBI,Shore Bancshares Inc Common Stock,Finance,Major Banks,NASDAQ
3679,SHC,Sotera Health Company Common Stock,Health Care,Medical Specialities,NASDAQ
3680,SHCR,Sharecare Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,NASDAQ
3681,SHCRW,Sharecare Inc. Warrant,Technology,Computer Software: Prepackaged Software,NASDAQ
3682,SHEN,Shenandoah Telecommunications Co Common Stock,Telecommunications,Telecommunications Equipment,NASDAQ
3683,SHFS,SHF Holdings Inc. Class A Common Stock,Finance,Major Banks,NASDAQ
3684,SHIP,Seanergy Maritime Holdings Corp Common Stock,Consumer Discretionary,Marine Transportation,NASDAQ
3685,SHLS,Shoals Technologies Group Inc. Class A Common Stock,Technology,Semiconductors,NASDAQ
3686,SHOO,Steven Madden Ltd. Common Stock,Consumer Discretionary,Shoe Manufacturing,NASDAQ
3687,SHPH,Shuttle Pharmaceuticals Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3688,SHUA,SHUAA Partners Acquisition Corp I Class A Ordinary Share,Finance,Blank Checks,NASDAQ
3689,SHUAU,SHUAA Partners Acquisition Corp I Unit,Finance,Blank Checks,NASDAQ
3690,SHUAW,SHUAA Partners Acquisition Corp I Warrant,Finance,Blank Checks,NASDAQ
3691,SHYF,The Shyft Group Inc. Common Stock,Consumer Discretionary,Auto Manufacturing,NASDAQ
3692,SIBN,SI-BONE Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
3694,SIEB,Siebert Financial Corp. Common Stock,Finance,Investment Bankers/Brokers/Service,NASDAQ
3695,SIEN,Sientra Inc. Common Stock,Health Care,Medical Electronics,NASDAQ
3696,SIFY,Sify Technologies Limited American Depositary Shares,Consumer Discretionary,Telecommunications Equipment,NASDAQ
3697,SIGA,SIGA Technologies Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,NASDAQ
3698,SIGI,Selective Insurance Group Inc. Common Stock,Finance,Property-Casualty Insurers,NASDAQ
3699,SIGIP,Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,Finance,Property-Casualty Insurers,NASDAQ
3700,SILC,Silicom Ltd Ordinary Shares,Technology,Computer Manufacturing,NASDAQ
3701,SILK,Silk Road Medical Inc. Common Stock,Health Care,Medical/Dental Instruments,NASDAQ
3702,SILO,Silo Pharma Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
